      0,0          137.312          4       34.328,0       32.976,0       32.704       38.656      2.890,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0           16.416          3        5.472,0        5.472,0        4.192        6.752      1.280,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          131.072          4       32.768,0       31.952,0       31.232       35.936      2.139,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.152          3       36.384,0       35.744,0       34.496       38.912      2.276,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.992          3        5.664,0        5.728,0        4.672        6.592        961,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.944          4       32.736,0       31.936,0       31.168       35.904      2.146,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.640          3       36.213,0       35.872,0       34.432       38.336      1.974,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           17.312          3        5.770,0        5.536,0        4.576        7.200      1.327,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.016          4       32.504,0       31.792,0       31.168       35.264      1.879,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.120          3       36.373,0       35.968,0       34.752       38.400      1.857,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.096          3        5.365,0        5.216,0        4.256        6.624      1.191,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.432          4       32.608,0       31.840,0       31.200       35.552      1.990,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.768          3       36.256,0       35.168,0       35.072       38.528      1.968,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.992          3        5.664,0        5.920,0        4.224        6.848      1.330,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          146.848          4       36.712,0       35.712,0       34.944       40.480      2.538,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          122.720          3       40.906,0       40.448,0       39.040       43.232      2.133,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.528          3        7.509,0        7.840,0        6.528        8.160        864,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.208          4       32.552,0       31.744,0       31.200       35.520      2.006,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.640          3       36.213,0       35.936,0       34.432       38.272      1.935,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           17.280          3        5.760,0        5.952,0        4.032        7.296      1.640,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          136.736          4       34.184,0       33.264,0       32.928       37.280      2.081,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          115.456          3       38.485,0       37.312,0       36.032       42.112      3.205,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.720          3        7.573,0        7.904,0        6.496        8.320        955,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          129.312          4       32.328,0       31.424,0       31.168       35.296      1.983,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          110.592          3       36.864,0       36.160,0       34.912       39.520      2.383,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.288          3        5.429,0        5.408,0        4.096        6.784      1.344,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          134.016          4       33.504,0       32.784,0       32.704       35.744      1.493,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          114.656          3       38.218,0       37.024,0       36.576       41.056      2.467,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           23.072          3        7.690,0        8.000,0        6.432        8.640      1.136,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          131.584          4       32.896,0       32.144,0       31.520       35.776      1.942,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          111.264          3       37.088,0       36.320,0       35.520       39.424      2.062,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.448          3        5.482,0        5.440,0        4.160        6.848      1.344,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          146.080          4       36.520,0       35.504,0       34.752       40.320      2.558,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          123.488          3       41.162,0       40.768,0       38.976       43.744      2.408,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.656          3        7.552,0        8.064,0        6.368        8.224      1.028,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          147.616          4       36.904,0       35.808,0       35.616       40.384      2.324,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          123.264          3       41.088,0       40.768,0       38.912       43.584      2.352,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.752          3        7.584,0        8.160,0        6.368        8.224      1.053,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.048          4       32.512,0       31.424,0       31.200       36.000      2.334,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.856          3       36.618,0       35.872,0       34.592       39.392      2.485,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.288          3        5.429,0        5.216,0        4.480        6.592      1.072,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          145.056          4       36.264,0       35.504,0       34.528       39.520      2.218,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          122.400          3       40.800,0       39.584,0       38.880       43.936      2.738,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.656          3        7.552,0        8.032,0        6.560        8.064        859,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.432          4       32.608,0       31.792,0       31.200       35.648      2.047,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          110.656          3       36.885,0       35.680,0       35.008       39.968      2.690,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.416          3        5.472,0        5.248,0        4.480        6.688      1.120,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.688          4       32.672,0       31.776,0       31.168       35.968      2.238,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.288          3       36.096,0       35.424,0       34.304       38.560      2.206,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           15.872          3        5.290,0        5.088,0        3.936        6.848      1.466,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          144.256          4       36.064,0       35.104,0       34.592       39.456      2.307,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          122.496          3       40.832,0       40.448,0       38.048       44.000      2.994,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.944          3        7.648,0        8.256,0        6.336        8.352      1.137,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.496          4       32.624,0       31.920,0       31.136       35.520      1.967,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.632          3       36.544,0       35.776,0       35.136       38.720      1.911,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           15.840          3        5.280,0        5.216,0        4.064        6.560      1.249,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          132.864          4       33.216,0       32.240,0       31.712       36.672      2.323,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          111.840          3       37.280,0       36.256,0       35.904       39.680      2.085,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.480          3        5.493,0        5.568,0        4.224        6.688      1.233,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          145.088          4       36.272,0       35.456,0       34.496       39.680      2.320,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          122.464          3       40.821,0       40.256,0       38.592       43.616      2.559,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.368          3        7.456,0        8.064,0        6.112        8.192      1.165,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          129.280          4       32.320,0       31.504,0       31.136       35.136      1.901,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.088          3       36.362,0       36.288,0       34.496       38.304      1.905,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           17.056          3        5.685,0        5.440,0        4.640        6.976      1.187,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          131.168          4       32.792,0       31.920,0       31.168       36.160      2.273,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.416          3       36.138,0       35.680,0       34.304       38.432      2.101,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           17.184          3        5.728,0        5.504,0        4.736        6.944      1.120,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          131.776          4       32.944,0       32.000,0       31.840       35.936      1.996,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.760          3       36.586,0       36.256,0       34.368       39.136      2.401,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.320          3        5.440,0        5.376,0        4.096        6.848      1.377,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          131.456          4       32.864,0       32.048,0       31.168       36.192      2.258,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.536          3       36.512,0       36.320,0       34.560       38.656      2.054,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           15.936          3        5.312,0        5.280,0        4.160        6.496      1.168,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.848          4       32.712,0       31.776,0       31.168       36.128      2.302,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.792          3       36.597,0       35.776,0       34.784       39.232      2.335,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           15.712          3        5.237,0        5.152,0        3.872        6.688      1.409,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.432          4       32.608,0       31.808,0       31.392       35.424      1.892,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.536          3       36.512,0       35.936,0       34.336       39.264      2.514,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.288          3        5.429,0        5.568,0        4.224        6.496      1.142,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          146.752          4       36.688,0       35.632,0       34.944       40.544      2.593,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          124.128          3       41.376,0       40.800,0       39.040       44.288      2.671,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.208          3        7.402,0        7.840,0        6.240        8.128      1.017,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          129.984          4       32.496,0       31.536,0       31.168       35.744      2.189,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.768          3       36.256,0       35.904,0       34.496       38.368      1.959,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.224          3        5.408,0        5.248,0        4.192        6.784      1.303,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.304          4       32.576,0       31.552,0       31.168       36.032      2.332,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          110.528          3       36.842,0       36.128,0       34.720       39.680      2.556,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.256          3        5.418,0        5.280,0        4.128        6.848      1.365,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          131.328          4       32.832,0       32.096,0       31.168       35.968      2.136,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.984          3       36.661,0       35.872,0       34.496       39.616      2.649,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.608          3        5.536,0        5.504,0        4.256        6.848      1.296,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.880          4       32.720,0       32.096,0       31.168       35.520      1.917,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.512          3       36.170,0       35.872,0       34.368       38.272      1.969,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.384          3        5.461,0        5.504,0        4.064        6.816      1.376,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.976          4       32.744,0       32.112,0       31.232       35.520      1.897,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.448          3       36.149,0       35.776,0       34.400       38.272      1.962,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.256          3        5.418,0        5.440,0        4.032        6.784      1.376,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          138.048          4       34.512,0       33.856,0       32.992       37.344      1.934,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          116.448          3       38.816,0       38.400,0       37.408       40.640      1.655,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.704          3        5.568,0        5.376,0        4.672        6.656      1.005,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          129.536          4       32.384,0       31.488,0       31.200       35.360      1.991,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.992          3       36.330,0       35.392,0       35.232       38.368      1.766,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.096          3        5.365,0        5.280,0        4.256        6.560      1.154,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.656          4       32.664,0       31.664,0       31.168       36.160      2.372,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          110.304          3       36.768,0       35.936,0       34.880       39.488      2.414,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.608          3        5.536,0        5.632,0        4.384        6.592      1.107,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          136.992          4       34.248,0       33.328,0       32.864       37.472      2.161,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          115.040          3       38.346,0       37.184,0       37.024       40.832      2.153,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.320          3        5.440,0        5.440,0        4.064        6.816      1.376,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          136.000          4       34.000,0       32.912,0       32.768       37.408      2.273,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          115.616          3       38.538,0       38.240,0       36.096       41.280      2.604,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.816          3        7.605,0        8.224,0        6.368        8.224      1.071,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          143.776          4       35.944,0       35.024,0       34.336       39.392      2.352,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          121.376          3       40.458,0       40.320,0       37.984       43.072      2.546,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           21.888          3        7.296,0        7.296,0        6.432        8.160        864,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          132.384          4       33.096,0       32.112,0       31.648       36.512      2.287,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          110.592          3       36.864,0       35.872,0       35.136       39.584      2.384,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.256          3        5.418,0        5.440,0        4.096        6.720      1.312,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.880          4       32.720,0       31.856,0       31.168       36.000      2.215,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.536          3       36.512,0       35.776,0       34.336       39.424      2.622,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.192          3        5.397,0        5.440,0        4.032        6.720      1.344,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          145.280          4       36.320,0       35.168,0       34.624       40.320      2.694,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          122.848          3       40.949,0       39.840,0       39.168       43.840      2.525,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.656          3        7.552,0        8.000,0        6.560        8.096        860,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.944          4       32.736,0       32.080,0       31.168       35.616      1.967,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.832          3       36.277,0       35.840,0       34.496       38.496      2.035,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.480          3        5.493,0        5.440,0        4.192        6.848      1.328,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          131.200          4       32.800,0       31.664,0       31.488       36.384      2.391,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.088          3       36.362,0       35.296,0       35.232       38.560      1.903,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           15.904          3        5.301,0        5.536,0        4.032        6.336      1.169,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          131.680          4       32.920,0       31.856,0       31.168       36.800      2.612,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          110.240          3       36.746,0       35.360,0       35.104       39.776      2.626,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.224          3        5.408,0        5.248,0        4.128        6.848      1.367,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          256.160          4       64.040,0       62.864,0       62.368       68.064      2.712,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          213.824          3       71.274,0       70.624,0       68.672       74.528      2.981,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           29.024          3        9.674,0        9.408,0        8.128       11.488      1.695,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          137.632          4       34.408,0       33.184,0       32.768       38.496      2.750,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          115.488          3       38.496,0       37.248,0       36.544       41.696      2.793,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.304          3        7.434,0        7.744,0        6.336        8.224        981,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.880          4       32.720,0       31.840,0       31.200       36.000      2.208,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.448          3       36.149,0       35.520,0       34.496       38.432      2.042,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.544          3        5.514,0        5.312,0        4.320        6.912      1.307,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          131.712          4       32.928,0       32.240,0       32.032       35.200      1.524,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.568          3       36.522,0       35.872,0       34.528       39.168      2.387,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.352          3        5.450,0        5.504,0        4.160        6.688      1.264,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.432          4       32.608,0       32.032,0       31.200       35.168      1.756,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.536          3       36.512,0       35.904,0       34.528       39.104      2.347,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.352          3        5.450,0        5.504,0        4.032        6.816      1.392,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          129.888          4       32.472,0       31.760,0       31.136       35.232      1.865,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.632          3       36.544,0       36.096,0       34.752       38.784      2.053,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           15.808          3        5.269,0        5.344,0        3.840        6.624      1.393,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.656          4       32.664,0       31.712,0       31.136       36.096      2.341,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.608          3       36.202,0       35.616,0       34.368       38.624      2.187,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.288          3        5.429,0        5.536,0        4.000        6.752      1.379,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          129.856          4       32.464,0       31.648,0       31.168       35.392      1.982,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.576          3       36.192,0       35.744,0       34.432       38.400      2.021,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.128          3        5.376,0        5.312,0        4.000        6.816      1.409,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.464          4       32.616,0       32.112,0       31.168       35.072      1.697,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.056          3       36.352,0       36.128,0       34.560       38.368      1.913,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.256          3        5.418,0        5.184,0        4.448        6.624      1.106,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          129.952          4       32.488,0       31.472,0       31.200       35.808      2.217,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.536          3       36.512,0       35.488,0       34.848       39.200      2.349,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.128          3        5.376,0        5.280,0        4.192        6.656      1.234,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.432          4       32.608,0       32.016,0       31.200       35.200      1.772,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.416          3       36.138,0       35.872,0       34.368       38.176      1.918,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.832          3        5.610,0        5.920,0        4.032        6.880      1.449,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.816          4       32.704,0       31.840,0       31.168       35.968      2.199,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.800          3       36.266,0       36.224,0       34.304       38.272      1.984,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.096          3        5.365,0        5.312,0        3.968        6.816      1.424,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          129.600          4       32.400,0       31.472,0       31.168       35.488      2.078,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.408          3       36.469,0       36.288,0       34.560       38.560      2.006,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.576          3        5.525,0        5.568,0        4.288        6.720      1.216,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          146.368          4       36.592,0       35.680,0       34.624       40.384      2.577,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          123.200          3       41.066,0       40.416,0       38.816       43.968      2.636,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.240          3        7.413,0        7.936,0        6.304        8.000        961,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.336          4       32.584,0       31.792,0       31.168       35.584      2.021,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.248          3       36.416,0       35.360,0       35.008       38.880      2.141,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.096          3        5.365,0        5.152,0        4.256        6.688      1.230,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.304          4       32.576,0       31.856,0       31.168       35.424      1.929,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.600          3       36.533,0       35.840,0       34.304       39.456      2.645,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.544          3        5.514,0        5.472,0        4.256        6.816      1.280,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          135.968          4       33.992,0       32.784,0       32.704       37.696      2.469,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          114.688          3       38.229,0       37.440,0       36.000       41.248      2.711,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           21.664          3        7.221,0        7.168,0        6.304        8.192        945,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          131.008          4       32.752,0       31.936,0       31.136       36.000      2.205,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.120          3       36.373,0       36.096,0       34.592       38.432      1.935,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.864          3        5.621,0        6.048,0        4.000        6.816      1.455,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          131.392          4       32.848,0       32.048,0       31.584       35.712      1.921,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.896          3       36.298,0       35.872,0       34.528       38.496      2.018,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.608          3        5.536,0        5.536,0        4.128        6.944      1.408,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          148.608          4       37.152,0       36.000,0       35.744       40.864      2.477,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          123.808          3       41.269,0       40.672,0       39.008       44.128      2.611,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           23.872          3        7.957,0        8.128,0        6.432        9.312      1.447,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          129.696          4       32.424,0       31.408,0       31.168       35.712      2.195,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.120          3       36.373,0       35.584,0       34.400       39.136      2.464,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.096          3        5.365,0        5.248,0        4.192        6.656      1.236,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          141.760          4       35.440,0       34.480,0       33.728       39.072      2.448,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          119.136          3       39.712,0       39.200,0       37.632       42.304      2.377,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.528          3        7.509,0        8.032,0        6.336        8.160      1.018,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          145.504          4       36.376,0       35.680,0       34.752       39.392      2.057,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          122.272          3       40.757,0       39.456,0       38.848       43.968      2.797,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.976          3        7.658,0        8.128,0        6.368        8.480      1.131,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          145.088          4       36.272,0       35.024,0       34.464       40.576      2.909,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          121.600          3       40.533,0       39.136,0       38.880       43.584      2.645,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           22.272          3        7.424,0        7.808,0        6.336        8.128        955,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          129.888          4       32.472,0       31.344,0       31.136       36.064      2.401,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          108.448          3       36.149,0       35.648,0       34.592       38.208      1.859,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           15.840          3        5.280,0        5.088,0        4.000        6.752      1.386,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          131.776          4       32.944,0       32.096,0       31.584       36.000      2.051,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.984          3       36.661,0       35.840,0       34.912       39.232      2.274,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.512          3        5.504,0        5.504,0        4.224        6.784      1.280,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          137.216          4       34.304,0       33.216,0       33.056       37.728      2.287,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          115.584          3       38.528,0       37.920,0       36.064       41.600      2.817,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           21.408          3        7.136,0        6.592,0        6.304        8.512      1.200,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          130.464          4       32.616,0       31.808,0       31.168       35.680      2.078,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
      0,0          109.472          3       36.490,0       35.840,0       34.336       39.296      2.543,0  CUDA_KERNEL  lud_perimeter(float *, int, int)
      0,0           16.064          3        5.354,0        5.280,0        4.032        6.752      1.361,0  CUDA_KERNEL  lud_internal(float *, int, int) 
      0,0          146.720          4       36.680,0       35.584,0       35.456       40.096      2.278,0  CUDA_KERNEL  lud_diagonal(float *, int, int) 
