7,0 13.527.936 2 6.763.968,0 6.763.968,0 5.715.072 7.812.864 1.483.362,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.255.744 2 8.127.872,0 8.127.872,0 8.118.336 8.137.408 13.485,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 13.679.360 2 6.839.680,0 6.839.680,0 5.560.928 8.118.432 1.808.428,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.013.632 2 8.006.816,0 8.006.816,0 7.894.496 8.119.136 158.844,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.268.960 2 8.134.480,0 8.134.480,0 8.121.952 8.147.008 17.717,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.259.936 2 8.129.968,0 8.129.968,0 8.128.064 8.131.872 2.692,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
12,0 33.574.432 2 16.787.216,0 16.787.216,0 11.113.376 22.461.056 8.024.021,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.288.800 2 8.144.400,0 8.144.400,0 8.143.456 8.145.344 1.335,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
9,0 16.276.192 2 8.138.096,0 8.138.096,0 8.116.064 8.160.128 31.158,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.315.968 2 8.157.984,0 8.157.984,0 8.144.640 8.171.328 18.871,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 13.272.352 2 6.636.176,0 6.636.176,0 5.141.888 8.130.464 2.113.242,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.383.520 2 8.191.760,0 8.191.760,0 8.180.160 8.203.360 16.404,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.265.248 2 8.132.624,0 8.132.624,0 8.120.096 8.145.152 17.717,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.492.352 2 4.246.176,0 4.246.176,0 4.245.472 4.246.880 995,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.393.152 2 8.196.576,0 8.196.576,0 8.193.152 8.200.000 4.842,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.406.528 2 4.203.264,0 4.203.264,0 4.199.552 4.206.976 5.249,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.292.512 2 8.146.256,0 8.146.256,0 8.133.408 8.159.104 18.169,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 10.055.360 2 5.027.680,0 5.027.680,0 5.010.624 5.044.736 24.120,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.482.816 2 4.241.408,0 4.241.408,0 4.234.368 4.248.448 9.956,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.525.632 2 4.262.816,0 4.262.816,0 4.260.736 4.264.896 2.941,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.494.528 2 4.247.264,0 4.247.264,0 4.239.616 4.254.912 10.815,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
13,0 22.628.960 2 11.314.480,0 11.314.480,0 9.936.992 12.691.968 1.948.062,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.486.816 2 4.243.408,0 4.243.408,0 4.242.528 4.244.288 1.244,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.235.584 2 8.117.792,0 8.117.792,0 8.115.616 8.119.968 3.077,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.287.424 2 8.143.712,0 8.143.712,0 8.139.744 8.147.680 5.611,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
7,0 8.404.544 2 4.202.272,0 4.202.272,0 4.200.608 4.203.936 2.353,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)
8,0 16.411.360 2 8.205.680,0 8.205.680,0 8.200.576 8.210.784 7.218,0 CUDA_KERNEL srad_cuda_2(float *, float *, float *, float *, float *, float *, int, int, float, float)

Mean: 6423531.025210084
Standard Deviation: 2757877.551586317
