43,0 64.214.475.232 6.000 10.702.412,0 10.589.568,0 10.561.504 24.390.048 765.630,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.570.884.512 6.000 10.761.814,0 10.733.504,0 10.708.736 26.110.208 400.257,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.486.421.024 6.000 10.747.736,0 10.731.744,0 10.708.224 26.109.024 376.497,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.643.713.248 6.000 10.607.285,0 10.596.320,0 10.562.112 26.123.136 336.117,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.466.008.192 6.000 10.744.334,0 10.730.576,0 10.709.472 26.112.864 372.567,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.476.331.168 6.000 10.746.055,0 10.735.008,0 10.711.680 26.117.120 329.126,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.497.807.904 6.000 10.749.634,0 10.736.160,0 10.709.824 26.118.336 366.853,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.654.148.224 6.000 10.775.691,0 10.739.456,0 10.714.176 26.117.344 609.794,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.662.316.448 6.000 10.610.386,0 10.596.832,0 10.561.440 26.109.632 383.895,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.865.503.904 6.000 10.644.250,0 10.602.240,0 10.562.816 26.115.104 661.521,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.613.516.704 6.000 10.768.919,0 10.739.712,0 10.714.848 26.237.216 554.978,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.477.512.960 6.000 10.746.252,0 10.734.464,0 10.709.280 26.117.440 333.023,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.557.941.344 6.000 10.759.656,0 10.738.912,0 10.713.504 26.112.352 444.349,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.706.930.336 6.000 10.617.821,0 10.603.936,0 10.562.240 26.110.368 357.979,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.524.897.024 6.000 10.754.149,0 10.738.944,0 10.713.984 26.115.808 392.108,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.503.842.016 6.000 10.750.640,0 10.738.848,0 10.710.688 26.106.240 334.033,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.585.600.704 6.000 10.764.266,0 10.738.912,0 10.711.968 26.112.128 500.349,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.533.298.496 6.000 10.755.549,0 10.743.648,0 10.711.488 26.111.360 349.659,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.641.864.480 6.000 10.773.644,0 10.744.096,0 10.717.984 26.111.264 549.748,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.518.923.072 6.000 10.753.153,0 10.737.664,0 10.712.512 26.113.216 393.934,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.502.598.560 6.000 10.750.433,0 10.738.176,0 10.713.568 26.112.768 348.915,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.792.216.000 6.000 10.632.036,0 10.606.496,0 10.562.720 26.113.056 513.164,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.701.478.624 6.000 10.616.913,0 10.601.216,0 10.562.400 26.107.456 392.060,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.505.869.984 6.000 10.750.978,0 10.734.368,0 10.709.856 26.109.600 371.563,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.571.737.952 6.000 10.761.956,0 10.734.784,0 10.709.920 26.111.008 525.376,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.547.105.216 6.000 10.757.850,0 10.736.736,0 10.711.648 26.111.744 466.301,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.729.856.224 6.000 10.621.642,0 10.604.608,0 10.561.696 26.108.320 373.859,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.776.587.328 6.000 10.629.431,0 10.603.136,0 10.561.632 26.120.224 481.291,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.537.721.696 6.000 10.756.286,0 10.741.632,0 10.715.744 26.109.888 370.144,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.529.328.608 6.000 10.754.888,0 10.742.048,0 10.715.680 26.116.288 349.591,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.506.910.752 6.000 10.751.151,0 10.736.704,0 10.707.360 26.113.376 346.453,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.709.951.008 6.000 10.618.325,0 10.602.448,0 10.562.272 26.116.160 365.432,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.501.118.624 6.000 10.750.186,0 10.735.408,0 10.709.920 26.111.328 377.724,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.634.472.416 6.000 10.772.412,0 10.738.976,0 10.716.000 26.119.904 580.282,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.683.628.704 6.000 10.613.938,0 10.599.392,0 10.561.376 26.111.776 370.631,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.719.285.408 6.000 10.619.880,0 10.601.792,0 10.561.888 26.107.776 362.281,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.516.009.344 6.000 10.752.668,0 10.736.832,0 10.712.352 26.106.848 397.559,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.474.608.160 6.000 10.745.768,0 10.733.664,0 10.702.400 26.121.824 337.239,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.538.689.600 6.000 10.756.448,0 10.734.912,0 10.712.480 26.105.568 470.101,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.586.931.360 6.000 10.764.488,0 10.736.224,0 10.706.976 26.110.848 535.047,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.708.148.608 6.000 10.618.024,0 10.599.840,0 10.562.144 26.114.784 431.414,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.523.616.416 6.000 10.753.936,0 10.737.792,0 10.710.656 26.113.888 349.832,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.501.311.232 6.000 10.750.218,0 10.734.720,0 10.712.128 26.120.928 393.187,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.512.319.456 6.000 10.752.053,0 10.734.464,0 10.708.928 26.105.312 420.194,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.853.693.504 6.000 10.642.282,0 10.598.880,0 10.561.536 26.115.296 525.671,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.854.477.056 6.000 10.642.412,0 10.596.640,0 10.562.112 26.114.528 690.326,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.543.217.952 6.000 10.757.203,0 10.735.744,0 10.709.280 26.112.992 462.266,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.593.758.880 6.000 10.765.626,0 10.735.936,0 10.707.936 26.115.264 532.191,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.557.980.000 6.000 10.759.663,0 10.732.768,0 10.708.320 27.026.336 534.179,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.468.952.448 6.000 10.744.825,0 10.731.296,0 10.706.560 26.114.784 372.512,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.511.885.856 6.000 10.751.981,0 10.735.296,0 10.710.976 26.115.616 408.894,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.651.942.784 6.000 10.608.657,0 10.597.024,0 10.561.376 26.104.032 343.376,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.646.129.056 6.000 10.774.354,0 10.735.488,0 10.709.824 26.110.592 630.849,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.537.830.016 6.000 10.756.305,0 10.734.816,0 10.709.472 26.110.080 384.770,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.671.305.792 6.000 10.778.551,0 10.736.896,0 10.715.136 26.114.624 652.885,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.163.221.120 6.000 10.693.870,0 10.597.248,0 10.562.240 26.109.408 1.003.858,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.718.750.144 6.000 10.619.791,0 10.603.296,0 10.562.816 26.119.296 392.879,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.528.071.584 6.000 10.754.678,0 10.734.688,0 10.711.360 26.113.248 447.605,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.690.251.392 6.000 10.615.041,0 10.595.584,0 10.562.720 26.114.624 439.820,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.876.494.752 6.000 10.646.082,0 10.596.032,0 10.562.464 26.111.680 725.231,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.708.280.672 6.000 10.618.046,0 10.595.840,0 10.562.176 26.118.144 432.347,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.442.986.944 6.000 10.740.497,0 10.726.048,0 10.700.800 26.114.432 376.803,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.501.989.344 6.000 10.750.331,0 10.732.816,0 10.709.600 26.114.592 407.816,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.702.054.016 6.000 10.617.009,0 10.600.672,0 10.561.696 26.116.128 412.381,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.757.714.592 6.000 10.626.285,0 10.598.304,0 10.559.744 26.108.736 471.560,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.573.655.840 6.000 10.762.276,0 10.734.112,0 10.707.616 26.111.232 517.557,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.831.185.536 6.000 10.805.197,0 10.735.296,0 10.706.304 26.113.664 847.253,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.683.499.712 6.000 10.613.916,0 10.597.504,0 10.562.112 26.114.560 402.371,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.566.652.480 6.000 10.761.108,0 10.734.624,0 10.709.216 26.112.256 506.497,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.666.381.632 6.000 10.611.063,0 10.596.832,0 10.562.880 26.109.824 366.895,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 63.726.002.208 6.000 10.621.000,0 10.600.768,0 10.562.144 26.111.488 360.967,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)
43,0 64.504.646.432 6.000 10.750.774,0 10.738.272,0 10.710.016 26.114.432 358.964,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *, double *, double *, double *, double *)

Mean: 10720267.418
Standard Deviation: 56496.4924782412
