46,0 33.793.339.104 6.000 5.632.223,0 5.543.424,0 5.528.640 13.438.304 619.957,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.291.583.904 6.000 5.548.597,0 5.541.120,0 5.529.408 13.440.160 181.628,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.306.744.064 6.000 5.551.124,0 5.542.144,0 5.530.528 13.439.648 199.796,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.319.474.368 6.000 5.553.245,0 5.543.424,0 5.529.824 13.433.088 218.715,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.310.136.000 6.000 5.551.689,0 5.541.088,0 5.524.768 13.439.136 222.458,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.285.338.016 6.000 5.547.556,0 5.541.568,0 5.529.344 13.434.912 164.806,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.312.513.792 6.000 5.552.085,0 5.542.720,0 5.531.328 13.437.632 216.816,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.314.571.648 6.000 5.552.428,0 5.545.696,0 5.533.056 13.445.856 170.263,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.319.308.768 6.000 5.553.218,0 5.544.992,0 5.532.544 13.435.232 205.017,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.297.059.936 6.000 5.549.510,0 5.542.624,0 5.528.736 13.432.608 171.835,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.301.965.984 6.000 5.550.327,0 5.543.744,0 5.529.568 13.437.440 173.273,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.312.819.936 6.000 5.552.136,0 5.544.736,0 5.532.288 13.430.464 189.769,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 32.889.982.336 6.000 5.481.663,0 5.472.288,0 5.461.312 13.437.600 200.311,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.310.828.160 6.000 5.551.804,0 5.542.016,0 5.525.024 13.436.256 213.272,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.289.873.504 6.000 5.548.312,0 5.540.384,0 5.526.048 13.441.568 188.480,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.301.049.952 6.000 5.550.175,0 5.542.752,0 5.529.376 16.621.280 207.102,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.227.192.384 6.000 5.537.865,0 5.470.944,0 5.457.664 13.534.752 425.862,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.324.849.376 6.000 5.554.141,0 5.538.880,0 5.524.960 14.631.488 252.587,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.279.053.376 6.000 5.546.508,0 5.539.136,0 5.527.712 13.436.896 183.032,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.377.879.392 6.000 5.562.979,0 5.541.184,0 5.527.808 13.433.184 336.220,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.345.688.800 6.000 5.557.614,0 5.542.304,0 5.529.312 10.074.432 200.753,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.469.883.232 6.000 5.578.313,0 5.542.624,0 5.529.408 13.436.768 406.745,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.726.860.064 6.000 5.621.143,0 5.543.712,0 5.531.872 12.075.040 352.421,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.315.066.400 6.000 5.552.511,0 5.542.912,0 5.530.880 13.435.392 204.942,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.342.160.896 6.000 5.557.026,0 5.542.496,0 5.527.168 13.437.664 245.765,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.619.046.272 6.000 5.603.174,0 5.545.248,0 5.532.032 16.528.704 475.345,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.476.310.176 6.000 5.579.385,0 5.541.376,0 5.528.192 14.961.824 416.438,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.315.601.568 6.000 5.552.600,0 5.544.832,0 5.530.688 13.434.336 174.975,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.514.624.096 6.000 5.585.770,0 5.542.480,0 5.529.728 13.439.744 462.517,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.400.773.216 6.000 5.566.795,0 5.541.408,0 5.530.048 13.432.512 349.031,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.304.619.616 6.000 5.550.769,0 5.541.824,0 5.528.544 13.438.048 193.901,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.005.265.184 6.000 5.500.877,0 5.475.136,0 5.457.184 13.431.680 201.194,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.369.327.040 6.000 5.561.554,0 5.541.856,0 5.527.712 13.443.232 292.872,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.345.491.808 6.000 5.557.582,0 5.545.216,0 5.533.280 13.433.696 228.728,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.359.044.160 6.000 5.559.840,0 5.544.784,0 5.531.136 13.432.736 263.981,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.378.698.144 6.000 5.563.116,0 5.540.928,0 5.529.600 13.432.704 320.340,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.040.932.864 6.000 5.506.822,0 5.472.592,0 5.458.464 14.042.656 404.532,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.310.303.840 6.000 5.551.717,0 5.542.880,0 5.530.816 13.430.848 192.025,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.323.153.440 6.000 5.553.858,0 5.542.528,0 5.529.696 13.440.896 226.550,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.362.113.568 6.000 5.560.352,0 5.542.016,0 5.530.400 13.434.208 239.999,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.381.807.904 6.000 5.563.634,0 5.540.160,0 5.527.392 13.437.504 338.916,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.307.712.448 6.000 5.551.285,0 5.541.888,0 5.527.808 13.438.016 191.298,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.330.876.864 6.000 5.555.146,0 5.543.008,0 5.531.680 13.434.624 226.940,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.444.287.904 6.000 5.574.048,0 5.543.136,0 5.528.352 13.599.552 397.220,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.434.351.136 6.000 5.572.391,0 5.541.856,0 5.530.848 16.475.584 407.407,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 32.910.608.992 6.000 5.485.101,0 5.471.104,0 5.458.144 10.077.120 120.373,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.338.566.432 6.000 5.556.427,0 5.543.264,0 5.531.136 13.436.448 247.983,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.406.980.256 6.000 5.567.830,0 5.544.384,0 5.526.592 13.434.368 312.481,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.349.670.720 6.000 5.558.278,0 5.544.096,0 5.529.376 13.439.968 260.763,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.354.100.896 6.000 5.559.016,0 5.546.432,0 5.531.680 13.429.664 235.060,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.308.999.968 6.000 5.551.500,0 5.543.488,0 5.524.960 13.432.352 186.771,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.499.516.192 6.000 5.583.252,0 5.544.928,0 5.531.840 16.451.936 451.787,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.387.365.728 6.000 5.564.561,0 5.541.376,0 5.528.704 13.448.448 338.119,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.384.726.368 6.000 5.564.121,0 5.541.792,0 5.529.952 13.437.664 331.252,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.262.916.832 6.000 5.543.819,0 5.538.496,0 5.525.760 8.158.240 88.147,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.306.323.520 6.000 5.551.053,0 5.541.184,0 5.529.664 13.427.072 206.130,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.300.132.384 6.000 5.550.022,0 5.536.544,0 5.522.368 13.437.696 245.972,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.284.335.776 6.000 5.547.389,0 5.539.168,0 5.528.640 13.440.160 183.020,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.369.860.352 6.000 5.561.643,0 5.540.224,0 5.527.680 13.431.584 326.855,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.289.909.664 6.000 5.548.318,0 5.539.616,0 5.527.232 13.439.968 187.750,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.317.161.952 6.000 5.552.860,0 5.540.672,0 5.528.064 13.437.824 234.032,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.334.803.072 6.000 5.555.800,0 5.538.144,0 5.524.992 13.437.920 284.721,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.339.580.736 6.000 5.556.596,0 5.539.904,0 5.528.096 13.435.360 245.328,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.344.621.216 6.000 5.557.436,0 5.539.840,0 5.529.120 15.301.120 307.267,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.361.101.024 6.000 5.560.183,0 5.542.432,0 5.531.328 13.436.640 269.104,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.325.404.192 6.000 5.554.234,0 5.537.952,0 5.520.320 13.446.432 271.788,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.368.875.296 6.000 5.561.479,0 5.539.072,0 5.523.136 13.431.744 330.493,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.310.226.240 6.000 5.551.704,0 5.543.008,0 5.528.160 13.432.160 183.163,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.300.882.784 6.000 5.550.147,0 5.542.336,0 5.530.080 13.435.744 174.964,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.339.216.256 6.000 5.556.536,0 5.538.304,0 5.525.248 13.433.120 289.782,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.356.972.960 6.000 5.559.495,0 5.543.056,0 5.529.408 13.949.984 271.527,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.381.682.496 6.000 5.563.613,0 5.540.096,0 5.527.456 14.811.168 353.882,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.346.925.984 6.000 5.557.821,0 5.541.856,0 5.529.920 13.433.088 272.697,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.314.147.072 6.000 5.552.357,0 5.543.968,0 5.530.176 13.434.272 194.025,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.326.828.896 6.000 5.554.471,0 5.544.944,0 5.523.328 13.436.640 204.624,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.761.787.168 6.000 5.626.964,0 5.545.280,0 5.533.184 16.661.696 662.963,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.327.011.072 6.000 5.554.501,0 5.546.592,0 5.531.040 13.433.760 179.227,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.406.619.712 6.000 5.567.770,0 5.542.848,0 5.529.568 13.436.352 326.595,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.340.411.744 6.000 5.556.735,0 5.539.552,0 5.527.200 13.438.464 283.505,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.472.026.080 6.000 5.578.671,0 5.540.336,0 5.527.008 16.345.760 420.090,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.327.734.912 6.000 5.554.622,0 5.542.592,0 5.530.112 13.432.448 229.341,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.327.014.272 6.000 5.554.502,0 5.539.616,0 5.528.416 13.437.728 265.543,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.505.827.584 6.000 5.584.304,0 5.544.384,0 5.531.840 16.646.368 462.520,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.322.306.784 6.000 5.553.717,0 5.544.064,0 5.529.696 13.430.816 203.173,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.303.237.728 6.000 5.550.539,0 5.541.952,0 5.529.280 13.433.664 182.976,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.366.818.496 6.000 5.561.136,0 5.547.104,0 5.529.664 13.614.688 258.384,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.378.655.648 6.000 5.563.109,0 5.542.656,0 5.531.424 13.442.080 313.166,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.327.877.344 6.000 5.554.646,0 5.542.880,0 5.527.584 13.437.024 227.274,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.333.806.240 6.000 5.555.634,0 5.542.048,0 5.528.640 13.434.848 251.255,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.357.966.656 6.000 5.559.661,0 5.544.096,0 5.531.616 15.282.976 276.968,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.353.761.024 6.000 5.558.960,0 5.545.184,0 5.529.248 13.435.168 247.249,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.378.975.264 6.000 5.563.162,0 5.543.888,0 5.528.448 13.440.928 282.814,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.307.719.424 6.000 5.551.286,0 5.542.208,0 5.528.224 13.435.040 195.649,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.319.727.520 6.000 5.553.287,0 5.543.872,0 5.530.624 13.431.936 197.916,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.336.631.584 6.000 5.556.105,0 5.544.224,0 5.529.760 13.438.784 226.410,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.364.633.376 6.000 5.560.772,0 5.542.048,0 5.528.160 16.750.048 302.980,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 32.910.115.456 6.000 5.485.019,0 5.474.720,0 5.459.712 13.438.656 205.192,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.304.271.104 6.000 5.550.711,0 5.542.816,0 5.528.384 13.434.176 181.126,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.084.545.888 6.000 5.514.091,0 5.475.584,0 5.457.888 13.435.360 409.563,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 32.964.115.232 6.000 5.494.019,0 5.477.152,0 5.460.128 13.435.040 259.316,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.336.242.112 6.000 5.556.040,0 5.544.048,0 5.531.904 13.431.456 227.221,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.377.147.008 6.000 5.562.857,0 5.542.656,0 5.530.976 13.432.352 276.624,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.480.615.424 6.000 5.580.102,0 5.547.648,0 5.532.608 13.436.448 406.548,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.340.196.512 6.000 5.556.699,0 5.545.856,0 5.532.864 13.438.176 216.797,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.388.080.224 6.000 5.564.680,0 5.545.408,0 5.532.704 13.437.376 306.183,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.331.157.952 6.000 5.555.193,0 5.543.680,0 5.530.656 13.944.384 230.395,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.348.809.600 6.000 5.558.134,0 5.543.008,0 5.531.392 13.439.200 257.780,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.334.969.600 6.000 5.555.828,0 5.544.128,0 5.526.880 13.433.472 226.536,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.343.856.992 6.000 5.557.309,0 5.546.912,0 5.532.448 13.433.952 214.248,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.351.948.800 6.000 5.558.658,0 5.543.552,0 5.529.568 13.432.352 268.628,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.366.448.864 6.000 5.561.074,0 5.543.904,0 5.530.784 16.760.960 309.531,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.339.289.760 6.000 5.556.548,0 5.547.552,0 5.534.048 13.432.992 184.953,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.549.232.608 6.000 5.591.538,0 5.543.456,0 5.530.720 13.779.616 408.191,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.325.864.000 6.000 5.554.310,0 5.542.624,0 5.526.560 13.445.024 225.642,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.319.798.208 6.000 5.553.299,0 5.540.096,0 5.528.064 13.437.312 243.837,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.365.439.424 6.000 5.560.906,0 5.542.560,0 5.530.208 13.435.648 271.473,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.329.938.208 6.000 5.554.989,0 5.541.568,0 5.529.984 13.428.512 227.791,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.332.172.864 6.000 5.555.362,0 5.541.088,0 5.528.768 14.056.064 266.106,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 32.914.723.072 6.000 5.485.787,0 5.469.984,0 5.458.592 13.444.448 274.447,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.296.172.096 6.000 5.549.362,0 5.540.048,0 5.529.216 13.433.408 197.916,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 32.959.001.472 6.000 5.493.166,0 5.475.040,0 5.458.848 13.438.464 263.290,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.308.531.360 6.000 5.551.421,0 5.539.328,0 5.528.160 13.437.024 228.550,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.297.438.176 6.000 5.549.573,0 5.541.856,0 5.529.664 13.430.464 176.230,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.427.930.464 6.000 5.571.321,0 5.541.440,0 5.527.840 15.259.104 402.796,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.335.006.656 6.000 5.555.834,0 5.543.552,0 5.525.760 13.432.896 229.314,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.358.567.552 6.000 5.559.761,0 5.544.864,0 5.532.128 13.435.840 263.941,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.366.597.600 6.000 5.561.099,0 5.543.488,0 5.529.056 13.435.104 285.401,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.386.486.784 6.000 5.564.414,0 5.542.176,0 5.530.048 13.438.912 323.635,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.457.027.456 6.000 5.576.171,0 5.544.512,0 5.530.240 13.431.584 389.801,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.692.236.160 6.000 5.615.372,0 5.544.928,0 5.533.056 13.753.024 608.174,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.335.722.880 6.000 5.555.953,0 5.545.024,0 5.532.416 13.920.768 232.514,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.540.288.832 6.000 5.590.048,0 5.543.648,0 5.532.736 15.233.952 495.831,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.453.341.056 6.000 5.575.556,0 5.546.976,0 5.533.792 13.435.584 365.146,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.365.309.024 6.000 5.560.884,0 5.546.176,0 5.534.208 13.441.920 258.395,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 32.944.758.848 6.000 5.490.793,0 5.473.504,0 5.459.200 14.024.352 242.189,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.329.818.560 6.000 5.554.969,0 5.545.536,0 5.533.312 15.464.160 233.938,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.321.876.064 6.000 5.553.646,0 5.545.504,0 5.529.568 13.436.064 182.840,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.400.504.224 6.000 5.566.750,0 5.543.744,0 5.530.208 13.431.008 311.898,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.335.681.792 6.000 5.555.947,0 5.545.728,0 5.530.560 13.437.664 205.654,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.361.206.400 6.000 5.560.201,0 5.545.312,0 5.531.136 13.991.296 277.559,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.380.640.608 6.000 5.563.440,0 5.545.664,0 5.533.632 13.983.840 304.864,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.340.280.832 6.000 5.556.713,0 5.546.656,0 5.532.608 13.438.816 204.761,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.342.138.784 6.000 5.557.023,0 5.547.360,0 5.532.704 13.430.528 210.926,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.414.567.264 6.000 5.569.094,0 5.543.360,0 5.530.432 13.438.208 307.122,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.374.895.744 6.000 5.562.482,0 5.546.848,0 5.534.816 16.707.904 280.759,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.383.359.552 6.000 5.563.893,0 5.546.848,0 5.533.376 13.434.368 281.783,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.327.565.504 6.000 5.554.594,0 5.541.536,0 5.529.536 13.435.776 247.623,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.314.899.712 6.000 5.552.483,0 5.543.872,0 5.532.096 13.440.320 196.027,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 32.963.360.672 6.000 5.493.893,0 5.476.992,0 5.458.752 13.437.152 222.537,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.336.379.072 6.000 5.556.063,0 5.545.088,0 5.530.432 13.431.904 228.745,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.377.079.616 6.000 5.562.846,0 5.543.456,0 5.531.296 13.433.856 242.856,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.376.995.456 6.000 5.562.832,0 5.546.272,0 5.532.416 13.429.856 273.573,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.321.392.928 6.000 5.553.565,0 5.541.152,0 5.528.032 13.434.464 233.197,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.376.441.952 6.000 5.562.740,0 5.542.624,0 5.530.816 13.431.392 256.044,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.370.184.384 6.000 5.561.697,0 5.545.984,0 5.533.760 13.431.616 267.425,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.336.757.120 6.000 5.556.126,0 5.543.776,0 5.530.112 13.436.416 235.187,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.407.748.128 6.000 5.567.958,0 5.545.504,0 5.530.528 14.005.728 341.555,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.330.548.128 6.000 5.555.091,0 5.545.168,0 5.529.984 13.431.872 201.065,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.321.769.856 6.000 5.553.628,0 5.540.000,0 5.526.656 13.427.680 235.880,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.337.615.520 6.000 5.556.269,0 5.544.416,0 5.531.040 16.664.320 255.940,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.529.096.320 6.000 5.588.182,0 5.543.744,0 5.531.808 13.440.768 415.306,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.321.060.288 6.000 5.553.510,0 5.542.528,0 5.528.864 13.439.072 223.349,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 33.336.784.512 6.000 5.556.130,0 5.543.104,0 5.531.232 13.439.008 242.409,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
46,0 32.954.738.848 6.000 5.492.456,0 5.473.472,0 5.457.376 13.434.880 302.007,0 CUDA_KERNEL cuda_compute_flux(int, int *, double *, double *, double *)
