6,0 28.960.288 2 14.480.144,0 14.480.144,0 13.098.304 15.861.984 1.954.216,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.711.648 2 15.855.824,0 15.855.824,0 15.854.784 15.856.864 1.470,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.712.896 2 15.856.448,0 15.856.448,0 15.853.888 15.859.008 3.620,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.708.640 2 15.854.320,0 15.854.320,0 15.852.896 15.855.744 2.013,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.717.952 2 15.858.976,0 15.858.976,0 15.858.080 15.859.872 1.267,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.715.712 2 15.857.856,0 15.857.856,0 15.856.032 15.859.680 2.579,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.716.256 2 15.858.128,0 15.858.128,0 15.857.440 15.858.816 973,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.715.968 2 15.857.984,0 15.857.984,0 15.854.752 15.861.216 4.570,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.722.304 2 15.861.152,0 15.861.152,0 15.859.040 15.863.264 2.986,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.719.232 2 15.859.616,0 15.859.616,0 15.858.528 15.860.704 1.538,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.711.360 2 15.855.680,0 15.855.680,0 15.854.016 15.857.344 2.353,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.715.008 2 15.857.504,0 15.857.504,0 15.855.712 15.859.296 2.534,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.715.744 2 15.857.872,0 15.857.872,0 15.857.632 15.858.112 339,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.718.048 2 15.859.024,0 15.859.024,0 15.857.792 15.860.256 1.742,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.718.880 2 15.859.440,0 15.859.440,0 15.857.664 15.861.216 2.511,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.719.168 2 15.859.584,0 15.859.584,0 15.856.064 15.863.104 4.978,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.721.280 2 15.860.640,0 15.860.640,0 15.857.056 15.864.224 5.068,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.715.616 2 15.857.808,0 15.857.808,0 15.853.952 15.861.664 5.453,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.711.936 2 15.855.968,0 15.855.968,0 15.853.664 15.858.272 3.258,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.711.712 2 15.855.856,0 15.855.856,0 15.852.992 15.858.720 4.050,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.719.040 2 15.859.520,0 15.859.520,0 15.855.552 15.863.488 5.611,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
10,0 31.712.768 2 15.856.384,0 15.856.384,0 15.856.096 15.856.672 407,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.716.128 2 15.858.064,0 15.858.064,0 15.857.792 15.858.336 384,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.713.408 2 15.856.704,0 15.856.704,0 15.854.688 15.858.720 2.851,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.715.040 2 15.857.520,0 15.857.520,0 15.856.608 15.858.432 1.289,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.719.040 2 15.859.520,0 15.859.520,0 15.856.448 15.862.592 4.344,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.722.656 2 15.861.328,0 15.861.328,0 15.858.176 15.864.480 4.457,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.715.712 2 15.857.856,0 15.857.856,0 15.853.088 15.862.624 6.743,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.715.936 2 15.857.968,0 15.857.968,0 15.856.416 15.859.520 2.194,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.718.272 2 15.859.136,0 15.859.136,0 15.857.088 15.861.184 2.896,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.716.640 2 15.858.320,0 15.858.320,0 15.856.032 15.860.608 3.235,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.714.784 2 15.857.392,0 15.857.392,0 15.854.496 15.860.288 4.095,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.720.608 2 15.860.304,0 15.860.304,0 15.859.776 15.860.832 746,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.717.856 2 15.858.928,0 15.858.928,0 15.856.096 15.861.760 4.005,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.714.400 2 15.857.200,0 15.857.200,0 15.856.224 15.858.176 1.380,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.712.768 2 15.856.384,0 15.856.384,0 15.855.296 15.857.472 1.538,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.722.432 2 15.861.216,0 15.861.216,0 15.858.656 15.863.776 3.620,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
9,0 31.722.464 2 15.861.232,0 15.861.232,0 15.859.680 15.862.784 2.194,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)

Mean: 15684757.984
Standard Deviation: 932368.5126391096
